trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1699,False,"{'a': 0.5, 'e': 0.660358703574009}",25,0,-67.51147685281923,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
1700,False,"{'a': 0.5, 'e': 0.6599831458849822}",20,0,-70.55058098561854,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1701,False,"{'a': 0.5, 'e': 0.6596074232001722}",25,7,-74.26817256580549,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
1702,False,"{'a': 0.5, 'e': 0.6592315356135099}",25,0,-103.57588946017181,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",1
1703,False,"{'a': 0.5, 'e': 0.658855483218967}",20,0,-99.55588490398962,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1704,False,"{'a': 0.5, 'e': 0.6584792661105568}",20,1,16.155767036225082,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.5, 'e': 0.6581028843823336}",25,0,-65.19129895649183,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
1706,False,"{'a': 0.5, 'e': 0.6577263381283925}",20,0,-57.785059561264916,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
1707,False,"{'a': 0.5, 'e': 0.6573496274428705}",25,0,-95.28010180357458,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1708,False,"{'a': 0.5, 'e': 0.656972752419945}",25,8,-52.99483268600292,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
1709,False,"{'a': 0.5, 'e': 0.6565957131538348}",25,0,-105.07676912268774,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 3}",0
1710,False,"{'a': 0.5, 'e': 0.6562185097387998}",30,0,-74.8206970427921,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
1711,False,"{'a': 0.5, 'e': 0.6558411422691406}",25,8,-79.77739946781149,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1712,False,"{'a': 0.5, 'e': 0.6554636108391995}",25,0,-33.474427161130755,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1713,False,"{'a': 0.5, 'e': 0.6550859155433588}",20,3,-38.02054326361816,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
1714,False,"{'a': 0.5, 'e': 0.6547080564760429}",20,6,-63.41820674731316,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
1715,False,"{'a': 0.5, 'e': 0.6543300337317162}",25,0,-163.94259349400534,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
1716,False,"{'a': 0.5, 'e': 0.6539518474048844}",20,0,-30.941341810253622,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1717,False,"{'a': 0.5, 'e': 0.6535734975900943}",20,0,-145.91509062572305,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
1718,False,"{'a': 0.5, 'e': 0.6531949843819331}",20,0,-48.430362517388936,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1719,False,"{'a': 0.5, 'e': 0.6528163078750292}",20,0,-30.356936653932515,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1720,False,"{'a': 0.5, 'e': 0.6524374681640519}",20,9,-27.359987452511643,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
1721,False,"{'a': 0.5, 'e': 0.6520584653437107}",25,12,-22.25136434210806,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1722,False,"{'a': 0.5, 'e': 0.6516792995087568}",20,0,-61.0999992146229,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
1723,False,"{'a': 0.5, 'e': 0.6512999707539813}",20,3,-44.09081778656824,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
1724,False,"{'a': 0.5, 'e': 0.6509204791742165}",20,10,-37.35377419592579,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
1725,False,"{'a': 0.5, 'e': 0.6505408248643353}",25,0,-90.46855831342975,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
1726,False,"{'a': 0.5, 'e': 0.6501610079192512}",25,18,-6.976118627434649,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1727,False,"{'a': 0.5, 'e': 0.6497810284339186}",25,2,-18.28116573670841,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
1728,False,"{'a': 0.5, 'e': 0.6494008865033323}",25,0,-6.654078135082809,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1729,False,"{'a': 0.5, 'e': 0.6490205822225277}",20,9,9.111186085199932,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1730,False,"{'a': 0.5, 'e': 0.648640115686581}",20,0,-2.3550689556356237,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1731,False,"{'a': 0.5, 'e': 0.6482594869906086}",25,9,-38.27347956982141,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1732,False,"{'a': 0.5, 'e': 0.647878696229768}",25,0,-44.681769547349916,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1733,False,"{'a': 0.5, 'e': 0.6474977434992566}",25,11,-16.545290105809688,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1734,False,"{'a': 0.5, 'e': 0.6471166288943128}",20,9,16.61416184915485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.5, 'e': 0.646735352510215}",20,0,-118.99078186743051,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
1736,False,"{'a': 0.5, 'e': 0.6463539144422825}",20,0,-129.51130334641385,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
1737,False,"{'a': 0.5, 'e': 0.6459723147858748}",30,9,-24.924949956120262,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 0}",1
1738,False,"{'a': 0.5, 'e': 0.6455905536363918}",20,6,-76.35902582720165,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
1739,False,"{'a': 0.5, 'e': 0.6452086310892736}",30,19,-61.56923169297527,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
1740,False,"{'a': 0.5, 'e': 0.6448265472400012}",30,0,-263.11317922783354,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 5}",0
1741,False,"{'a': 0.5, 'e': 0.6444443021840952}",25,11,26.544021395986455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.5, 'e': 0.644061896017117}",20,0,-62.72264629269903,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1743,False,"{'a': 0.5, 'e': 0.6436793288346683}",20,12,-70.40382768867056,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
1744,False,"{'a': 0.5, 'e': 0.6432966007323906}",20,4,-116.40798545436873,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 2}",1
1745,False,"{'a': 0.5, 'e': 0.6429137118059661}",25,1,-69.75789575006576,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
1746,False,"{'a': 0.5, 'e': 0.6425306621511171}",25,0,-129.97988353377036,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",1
1747,False,"{'a': 0.5, 'e': 0.6421474518636058}",20,0,-50.96967256907768,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1748,False,"{'a': 0.5, 'e': 0.6417640810392349}",20,14,-9.186265019051607,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
1749,False,"{'a': 0.5, 'e': 0.6413805497738471}",25,7,-79.20503803937522,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
1750,False,"{'a': 0.5, 'e': 0.6409968581633251}",20,1,-56.998989756537156,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
1751,False,"{'a': 0.5, 'e': 0.640613006303592}",25,0,-92.38898145092482,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
1752,False,"{'a': 0.5, 'e': 0.6402289942906106}",25,0,-202.90089864346965,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
1753,False,"{'a': 0.5, 'e': 0.639844822220384}",20,0,-67.64500014683559,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1754,False,"{'a': 0.5, 'e': 0.6394604901889552}",25,14,-78.92968213933833,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1755,False,"{'a': 0.5, 'e': 0.6390759982924071}",25,2,-101.65431294739207,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 1}",1
1756,False,"{'a': 0.5, 'e': 0.6386913466268629}",20,0,-22.412369125290606,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1757,False,"{'a': 0.5, 'e': 0.6383065352884852}",20,0,-69.06176919410072,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1758,False,"{'a': 0.5, 'e': 0.6379215643734771}",20,0,-67.46881549293755,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
1759,False,"{'a': 0.5, 'e': 0.6375364339780812}",20,0,-37.69532075490361,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1760,False,"{'a': 0.5, 'e': 0.6371511441985802}",30,2,-96.46823519106393,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 1}",1
1761,False,"{'a': 0.5, 'e': 0.6367656951312963}",20,1,-50.50238534557475,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
1762,False,"{'a': 0.5, 'e': 0.6363800868725922}",20,9,-40.17942831047453,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 1}",1
1763,False,"{'a': 0.5, 'e': 0.6359943195188694}",20,0,-38.009759250295296,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
1764,False,"{'a': 0.5, 'e': 0.6356083931665703}",25,2,-122.44002159676593,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 2}",1
1765,False,"{'a': 0.5, 'e': 0.635222307912176}",20,0,-95.74346924451389,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1766,False,"{'a': 0.5, 'e': 0.6348360638522081}",30,0,-166.6603979056546,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
1767,False,"{'a': 0.5, 'e': 0.6344496610832276}",20,0,-82.85993065229482,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1768,False,"{'a': 0.5, 'e': 0.6340630997018352}",25,0,-145.26558105327572,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1769,False,"{'a': 0.5, 'e': 0.633676379804671}",25,18,1.5761467173425059,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1770,False,"{'a': 0.5, 'e': 0.6332895014884152}",20,0,-32.573709323600646,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1771,False,"{'a': 0.5, 'e': 0.6329024648497874}",25,10,-28.95765776966367,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1772,False,"{'a': 0.5, 'e': 0.6325152699855466}",20,0,-43.3899949860638,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1773,False,"{'a': 0.5, 'e': 0.6321279169924916}",20,0,-77.90760683535349,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1774,False,"{'a': 0.5, 'e': 0.6317404059674607}",25,13,-40.23282850671662,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1775,False,"{'a': 0.5, 'e': 0.6313527370073315}",25,0,-162.44115393013124,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
1776,False,"{'a': 0.5, 'e': 0.6309649102090216}",20,0,-76.57383662800181,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
1777,False,"{'a': 0.5, 'e': 0.6305769256694871}",20,0,-62.214002095750544,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
1778,False,"{'a': 0.5, 'e': 0.6301887834857247}",20,15,2.365288241686328,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.5, 'e': 0.6298004837547696}",20,9,-43.37611902224092,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1780,False,"{'a': 0.5, 'e': 0.6294120265736969}",20,0,5.6274666411224255,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
1781,False,"{'a': 0.5, 'e': 0.6290234120396208}",20,0,-34.418454080135696,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1782,False,"{'a': 0.5, 'e': 0.628634640249695}",25,5,-70.13023736920854,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",1
1783,False,"{'a': 0.5, 'e': 0.6282457113011123}",20,0,-26.07962968899331,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1784,False,"{'a': 0.5, 'e': 0.6278566252911051}",25,20,7.872481140465046,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.5, 'e': 0.6274673823169449}",20,8,-1.1428402788520848,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1786,False,"{'a': 0.5, 'e': 0.6270779824759424}",20,0,-19.08366935880329,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1787,False,"{'a': 0.5, 'e': 0.6266884258654475}",20,1,-124.17974573588165,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 3}",1
1788,False,"{'a': 0.5, 'e': 0.6262987125828494}",25,4,-18.007970246203175,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
1789,False,"{'a': 0.5, 'e': 0.6259088427255763}",20,0,-15.263786486403799,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1790,False,"{'a': 0.5, 'e': 0.625518816391096}",25,0,-122.4695859039548,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
1791,False,"{'a': 0.5, 'e': 0.6251286336769147}",30,18,-9.491888382651204,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1792,False,"{'a': 0.5, 'e': 0.6247382946805784}",20,0,-61.12670286449008,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1793,False,"{'a': 0.5, 'e': 0.6243477994996716}",25,15,-56.317815765236176,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 1}",1
1794,False,"{'a': 0.5, 'e': 0.6239571482318181}",20,0,-91.91244391678771,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1795,False,"{'a': 0.5, 'e': 0.6235663409746809}",20,9,-23.115360959044796,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
1796,False,"{'a': 0.5, 'e': 0.6231753778259617}",25,19,13.002151120671131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.5, 'e': 0.6227842588834012}",20,0,-1.5126448070583052,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1798,False,"{'a': 0.5, 'e': 0.6223929842447792}",20,3,-30.129081105801447,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
1799,False,"{'a': 0.5, 'e': 0.6220015540079145}",20,7,-33.143263944500966,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
1800,False,"{'a': 0.5, 'e': 0.6216099682706644}",25,5,-61.69269143714357,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
1801,False,"{'a': 0.5, 'e': 0.6212182271309257}",25,0,-165.4750049021284,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
1802,False,"{'a': 0.5, 'e': 0.6208263306866332}",20,6,-2.762297538434633,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1803,False,"{'a': 0.5, 'e': 0.6204342790357614}",25,12,-19.317434035463457,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1804,False,"{'a': 0.5, 'e': 0.620042072276323}",20,0,-223.36163509772578,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
1805,False,"{'a': 0.5, 'e': 0.6196497105063699}",20,2,-83.70288529828332,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
1806,False,"{'a': 0.5, 'e': 0.6192571938239922}",20,11,-46.7151986134299,"{0: 5, 1: 1, 2: 1, 3: 2, 4: 0}",1
1807,False,"{'a': 0.5, 'e': 0.6188645223273195}",20,12,6.471608049282127,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.5, 'e': 0.6184716961145192}",25,1,8.996474531603724,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
1809,False,"{'a': 0.5, 'e': 0.6180787152837982}",25,14,-34.62940440456747,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
1810,False,"{'a': 0.5, 'e': 0.6176855799334016}",20,0,-78.10753940388743,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1811,False,"{'a': 0.5, 'e': 0.6172922901616132}",25,14,-27.070204795713426,"{0: 6, 1: 4, 2: 0, 3: 1, 4: 0}",1
1812,False,"{'a': 0.5, 'e': 0.6168988460667556}",20,7,-40.268245472653575,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
1813,False,"{'a': 0.5, 'e': 0.6165052477471896}",25,11,-143.9093992089191,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 3}",1
1814,False,"{'a': 0.5, 'e': 0.6161114953013148}",20,15,9.102150040907155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.5, 'e': 0.6157175888275696}",20,0,-103.22259534048263,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
1816,False,"{'a': 0.5, 'e': 0.6153235284244302}",30,19,-35.303419035009576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1817,False,"{'a': 0.5, 'e': 0.614929314190412}",25,1,-125.61492694380736,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 1}",1
1818,False,"{'a': 0.5, 'e': 0.6145349462240683}",25,9,-63.9400844349374,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
1819,False,"{'a': 0.5, 'e': 0.6141404246239914}",30,0,-142.21257267356518,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",1
1820,False,"{'a': 0.5, 'e': 0.6137457494888116}",20,8,-29.330356156022763,"{0: 7, 1: 4, 2: 0, 3: 1, 4: 0}",1
1821,False,"{'a': 0.5, 'e': 0.6133509209171975}",20,0,-91.51701534432324,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1822,False,"{'a': 0.5, 'e': 0.6129559390078564}",25,13,-9.341779752612588,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1823,False,"{'a': 0.5, 'e': 0.6125608038595337}",25,13,13.845457834383673,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.5, 'e': 0.6121655155710133}",30,20,18.860296078766932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.5, 'e': 0.6117700742411172}",20,0,-90.42203574774209,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
1826,False,"{'a': 0.5, 'e': 0.6113744799687056}",20,2,-53.96913365188603,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
1827,False,"{'a': 0.5, 'e': 0.6109787328526773}",20,3,-60.16454913512463,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
1828,False,"{'a': 0.5, 'e': 0.6105828329919689}",20,0,-110.9417235118835,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
1829,False,"{'a': 0.5, 'e': 0.6101867804855555}",20,0,-28.97267366660701,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1830,False,"{'a': 0.5, 'e': 0.6097905754324501}",20,16,7.827625693708626,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.5, 'e': 0.6093942179317041}",20,0,-182.15095619388794,"{0: 12, 1: 0, 2: 2, 3: 3, 4: 3}",0
1832,False,"{'a': 0.5, 'e': 0.6089977080824067}",25,0,-39.911988142551515,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
1833,False,"{'a': 0.5, 'e': 0.6086010459836856}",25,17,-6.044246881981151,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1834,False,"{'a': 0.5, 'e': 0.608204231734706}",25,6,-29.21460101913913,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
1835,False,"{'a': 0.5, 'e': 0.6078072654346718}",20,0,-67.8623682991047,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1836,False,"{'a': 0.5, 'e': 0.6074101471828242}",20,2,22.814507169109405,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.5, 'e': 0.6070128770784431}",25,11,-6.156096273629078,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1838,False,"{'a': 0.5, 'e': 0.6066154552208458}",25,0,-150.67366938346183,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 3}",0
1839,False,"{'a': 0.5, 'e': 0.606217881709388}",20,3,-26.78740627897519,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
1840,False,"{'a': 0.5, 'e': 0.6058201566434628}",20,0,-50.3906436652411,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
1841,False,"{'a': 0.5, 'e': 0.6054222801225018}",25,0,-19.423600042267402,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1842,False,"{'a': 0.5, 'e': 0.6050242522459737}",20,5,-67.7051084627935,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 1}",1
1843,False,"{'a': 0.5, 'e': 0.6046260731133858}",25,16,9.471863471902825,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.5, 'e': 0.6042277428242826}",30,21,-26.24998637426378,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
1845,False,"{'a': 0.5, 'e': 0.603829261478247}",25,13,6.073505263910524,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1846,False,"{'a': 0.5, 'e': 0.6034306291748992}",25,14,-12.051685858928522,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1847,False,"{'a': 0.5, 'e': 0.6030318460138971}",20,0,-96.753673199918,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",1
1848,False,"{'a': 0.5, 'e': 0.6026329120949367}",25,0,-27.997315119999282,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1849,False,"{'a': 0.5, 'e': 0.6022338275177516}",30,21,5.3473407780308015,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1850,False,"{'a': 0.5, 'e': 0.6018345923821126}",20,0,-51.79248494941113,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1851,False,"{'a': 0.5, 'e': 0.6014352067878286}",25,7,-40.01169006784053,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
1852,False,"{'a': 0.5, 'e': 0.6010356708347461}",25,9,-67.49277258174726,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 1}",1
1853,False,"{'a': 0.5, 'e': 0.600635984622749}",25,3,-49.34419605312129,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
1854,False,"{'a': 0.5, 'e': 0.6002361482517589}",20,0,-42.580371382758365,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
1855,False,"{'a': 0.5, 'e': 0.5998361618217348}",25,0,-16.44136930702785,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
1856,False,"{'a': 0.5, 'e': 0.5994360254326734}",20,0,-36.38528258604834,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
1857,False,"{'a': 0.5, 'e': 0.5990357391846087}",20,0,-99.3698088391048,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1858,False,"{'a': 0.5, 'e': 0.5986353031776124}",25,17,-0.08937940752342022,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1859,False,"{'a': 0.5, 'e': 0.5982347175117935}",30,0,-67.17266037644387,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 1}",0
1860,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,6,-13.937192262441238,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1861,False,"{'a': 0.5, 'e': 0.5974330976043105}",25,0,-64.87413880818261,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
1862,False,"{'a': 0.5, 'e': 0.5970320635630515}",20,11,-42.63440663659699,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 0}",1
1863,False,"{'a': 0.5, 'e': 0.5966308802637798}",20,12,5.636953518859688,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.5, 'e': 0.596229547806791}",25,12,-31.503786585826013,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1865,False,"{'a': 0.5, 'e': 0.5958280662924185}",30,0,-119.23385583104368,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
1866,False,"{'a': 0.5, 'e': 0.5954264358210324}",20,5,-120.11615729304468,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 2}",1
1867,False,"{'a': 0.5, 'e': 0.5950246564930405}",25,8,-61.80984938872974,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
1868,False,"{'a': 0.5, 'e': 0.5946227284088875}",20,8,-42.87760557913694,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1869,False,"{'a': 0.5, 'e': 0.5942206516690557}",25,1,-85.40103367485523,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 1}",1
1870,False,"{'a': 0.5, 'e': 0.5938184263740639}",20,6,-13.33867557239771,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1871,False,"{'a': 0.5, 'e': 0.5934160526244686}",25,0,-124.09752283419566,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
1872,False,"{'a': 0.5, 'e': 0.5930135305208633}",20,2,-68.45700129094739,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
1873,False,"{'a': 0.5, 'e': 0.5926108601638784}",20,0,-46.816384979207164,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1874,False,"{'a': 0.5, 'e': 0.5922080416541816}",20,0,9.621199229431225,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1875,False,"{'a': 0.5, 'e': 0.5918050750924775}",20,7,-54.452249019613184,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1876,False,"{'a': 0.5, 'e': 0.5914019605795077}",25,18,-5.459251410546386,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1877,False,"{'a': 0.5, 'e': 0.5909986982160508}",20,0,-45.828720786132855,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1878,False,"{'a': 0.5, 'e': 0.5905952881029224}",20,0,-12.574465553204897,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1879,False,"{'a': 0.5, 'e': 0.590191730340975}",20,4,-145.9658018866444,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 3}",1
