trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
876,False,"{'a': 0.5, 'e': 0.9056017320794529}",25,0,-227.23665973605586,"{0: 13, 1: 4, 2: 2, 3: 2, 4: 4}",0
877,False,"{'a': 0.5, 'e': 0.9053895543325412}",30,0,-172.53347598654676,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
878,False,"{'a': 0.5, 'e': 0.9051771502382456}",25,16,-50.789390146081445,"{0: 5, 1: 0, 2: 2, 3: 2, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.9049645198496671}",30,0,-128.4482113968824,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
880,False,"{'a': 0.5, 'e': 0.9047516632199634}",20,2,-105.28464252759116,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
881,False,"{'a': 0.5, 'e': 0.9045385804023486}",20,0,-116.4238838915687,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
882,False,"{'a': 0.5, 'e': 0.9043252714500934}",20,0,-93.19964156143007,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
883,False,"{'a': 0.5, 'e': 0.9041117364165251}",20,0,-97.83606591788683,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
884,False,"{'a': 0.5, 'e': 0.9038979753550274}",30,17,-60.716157971279785,"{0: 7, 1: 2, 2: 2, 3: 2, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.9036839883190404}",20,0,-106.99434851950988,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
886,False,"{'a': 0.5, 'e': 0.9034697753620612}",25,7,-62.43331853398245,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.9032553365376428}",20,10,-35.601889685760085,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.903040671899395}",20,0,-100.37014286841033,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
889,False,"{'a': 0.5, 'e': 0.9028257815009839}",25,0,-18.219396801359608,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
890,False,"{'a': 0.5, 'e': 0.9026106653961321}",20,0,-77.40270838118649,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
891,False,"{'a': 0.5, 'e': 0.9023953236386187}",30,10,-160.55148655389198,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",1
892,False,"{'a': 0.5, 'e': 0.9021797562822791}",25,0,-90.04449580725829,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
893,False,"{'a': 0.5, 'e': 0.9019639633810052}",20,0,-44.58868613987126,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
894,False,"{'a': 0.5, 'e': 0.901747944988745}",25,0,-1.5625424547889915,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
895,False,"{'a': 0.5, 'e': 0.9015317011595033}",20,2,-109.2185444723905,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
896,False,"{'a': 0.5, 'e': 0.9013152319473411}",30,0,-197.6049850766703,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
897,False,"{'a': 0.5, 'e': 0.9010985374063755}",20,0,-44.97810676802873,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
898,False,"{'a': 0.5, 'e': 0.9008816175907802}",25,0,-182.64618634043595,"{0: 14, 1: 2, 2: 3, 3: 4, 4: 2}",0
899,False,"{'a': 0.5, 'e': 0.9006644725547853}",20,1,-105.04408040113744,"{0: 11, 1: 3, 2: 1, 3: 3, 4: 1}",1
900,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-148.96148226664533,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
901,False,"{'a': 0.5, 'e': 0.9002295070387977}",25,0,-183.83139855046224,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
902,False,"{'a': 0.5, 'e': 0.9000116866675463}",20,0,-62.174550104028086,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
903,False,"{'a': 0.5, 'e': 0.8997936412933779}",25,0,-150.02878054537783,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
904,False,"{'a': 0.5, 'e': 0.899575370970804}",25,0,-358.9972306744232,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 8}",0
905,False,"{'a': 0.5, 'e': 0.8993568757543919}",20,0,-41.06026000476216,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
906,False,"{'a': 0.5, 'e': 0.8991381556987657}",30,0,-76.98307040325278,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.8989192108586052}",20,0,-69.6320797550218,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
908,False,"{'a': 0.5, 'e': 0.8987000412886466}",20,5,-5.799218468909747,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.8984806470436824}",20,0,-97.96452029572903,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
910,False,"{'a': 0.5, 'e': 0.8982610281785611}",20,0,-104.63345793646444,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",1
911,False,"{'a': 0.5, 'e': 0.8980411847481875}",20,0,-209.98403725657522,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
912,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,0,-89.12271490850011,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.8976008244115826}",25,0,-142.43996194519858,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
914,False,"{'a': 0.5, 'e': 0.8973803076154415}",20,0,-150.84035511676186,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
915,False,"{'a': 0.5, 'e': 0.8971595664742282}",25,15,-37.8718149398125,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.896938601043128}",20,0,-80.79566348115252,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.896717411377382}",20,0,-173.94870125954256,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
918,False,"{'a': 0.5, 'e': 0.896495997532288}",20,0,-156.98672197884412,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
919,False,"{'a': 0.5, 'e': 0.8962743595631992}",25,0,-37.52898600212568,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
920,False,"{'a': 0.5, 'e': 0.8960524975255252}",20,0,-140.41166212723633,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
921,False,"{'a': 0.5, 'e': 0.8958304114747315}",25,0,-82.75109519982196,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
922,False,"{'a': 0.5, 'e': 0.8956081014663396}",25,1,-178.08148249832624,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 3}",1
923,False,"{'a': 0.5, 'e': 0.895385567555927}",25,0,-116.34687091251317,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
924,False,"{'a': 0.5, 'e': 0.8951628097991272}",20,0,-30.77103955888928,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
925,False,"{'a': 0.5, 'e': 0.8949398282516295}",20,0,-173.9045506361088,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
926,False,"{'a': 0.5, 'e': 0.8947166229691795}",25,0,-61.62931109860534,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
927,False,"{'a': 0.5, 'e': 0.8944931940075784}",20,0,-141.13255620168613,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
928,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,8,-7.680748014865861,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.8940456652704079}",30,0,-121.6134373785711,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
930,False,"{'a': 0.5, 'e': 0.8938215656067205}",20,0,-118.5506400006323,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
931,False,"{'a': 0.5, 'e': 0.8935972424876465}",20,0,-33.8464652108601,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
932,False,"{'a': 0.5, 'e': 0.8933726959692665}",25,0,-187.3934444898574,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
933,False,"{'a': 0.5, 'e': 0.8931479261077172}",25,0,-172.37805339790066,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
934,False,"{'a': 0.5, 'e': 0.8929229329591909}",20,0,-83.13178850697712,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
935,False,"{'a': 0.5, 'e': 0.8926977165799361}",25,10,-7.579379016378018,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,0,-78.35726349628389,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
937,False,"{'a': 0.5, 'e': 0.8922466143545129}",25,0,-146.77199042284653,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
938,False,"{'a': 0.5, 'e': 0.89202072862112}",25,0,-95.54523214062954,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
939,False,"{'a': 0.5, 'e': 0.8917946198825496}",25,0,-112.85296717417813,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
940,False,"{'a': 0.5, 'e': 0.891568288195329}",20,0,-46.44822721707719,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
941,False,"{'a': 0.5, 'e': 0.8913417336160409}",25,0,-71.0887816027009,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
942,False,"{'a': 0.5, 'e': 0.891114956201324}",20,8,-115.85524984317878,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 3}",1
943,False,"{'a': 0.5, 'e': 0.8908879560078726}",20,0,-79.3430591939908,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
944,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,-63.56293353866577,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
945,False,"{'a': 0.5, 'e': 0.8904332875118227}",20,0,-17.71273681920831,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
946,False,"{'a': 0.5, 'e': 0.8902056193228912}",25,0,-107.79306752298618,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
947,False,"{'a': 0.5, 'e': 0.8899777285825595}",25,3,-88.98073411513262,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 1}",1
948,False,"{'a': 0.5, 'e': 0.8897496153478003}",20,11,-20.493051772419687,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.8895212796756419}",20,0,-28.888301776374224,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
950,False,"{'a': 0.5, 'e': 0.8892927216231682}",20,0,-55.323801307816176,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
951,False,"{'a': 0.5, 'e': 0.8890639412475188}",20,0,-85.36582611251113,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
952,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-83.21012808693361,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
953,False,"{'a': 0.5, 'e': 0.8886057137555283}",20,0,-38.54132035959764,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
954,False,"{'a': 0.5, 'e': 0.8883762667537444}",30,14,-151.2968199213314,"{0: 7, 1: 1, 2: 4, 3: 2, 4: 2}",1
955,False,"{'a': 0.5, 'e': 0.8881465976578983}",25,5,-161.35223167907182,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",1
956,False,"{'a': 0.5, 'e': 0.8879167065254074}",20,0,-65.07828087552758,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
957,False,"{'a': 0.5, 'e': 0.8876865934137447}",20,12,6.3159136530649,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.8874562583804381}",20,11,-52.14635589913314,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1
959,False,"{'a': 0.5, 'e': 0.8872257014830714}",20,0,-27.5422959714559,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
960,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-32.115446478654846,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
961,False,"{'a': 0.5, 'e': 0.8867639223267708}",25,0,-95.2117544935308,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.8865327001832815}",20,0,-153.16030420103525,"{0: 7, 1: 4, 2: 6, 3: 2, 4: 1}",0
963,False,"{'a': 0.5, 'e': 0.8863012564066217}",20,0,-172.5518422976004,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
964,False,"{'a': 0.5, 'e': 0.8860695910546524}",20,5,-69.84531850071153,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
965,False,"{'a': 0.5, 'e': 0.8858377041852901}",20,0,-74.4833336164213,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
966,False,"{'a': 0.5, 'e': 0.8856055958565062}",25,0,-176.75290754885413,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
967,False,"{'a': 0.5, 'e': 0.885373266126328}",20,5,-51.01654615526206,"{0: 11, 1: 1, 2: 0, 3: 3, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,2,-65.4815416866494,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
969,False,"{'a': 0.5, 'e': 0.8849079426941736}",20,0,-108.57247446131996,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
970,False,"{'a': 0.5, 'e': 0.8846749491085283}",20,0,-97.99528277805209,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
971,False,"{'a': 0.5, 'e': 0.8844417343541503}",25,15,-8.593779920626837,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-80.59885232822515,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
973,False,"{'a': 0.5, 'e': 0.8839746415724663}",20,0,-123.12974875007468,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
974,False,"{'a': 0.5, 'e': 0.8837407636619335}",25,0,-113.41136103116763,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
975,False,"{'a': 0.5, 'e': 0.8835066648162144}",20,0,-160.88926667411405,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
976,False,"{'a': 0.5, 'e': 0.8832723450938338}",20,0,-50.40330938245433,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
977,False,"{'a': 0.5, 'e': 0.8830378045533713}",20,0,-64.47123206402175,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
978,False,"{'a': 0.5, 'e': 0.8828030432534625}",25,0,-210.31026603670452,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 4}",0
979,False,"{'a': 0.5, 'e': 0.8825680612527973}",20,0,-59.19863605297698,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
980,False,"{'a': 0.5, 'e': 0.8823328586101215}",20,0,-76.88748895100959,"{0: 10, 1: 7, 2: 2, 3: 0, 4: 1}",0
981,False,"{'a': 0.5, 'e': 0.8820974353842356}",25,13,-33.98628754854206,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.8818617916339955}",20,0,-53.60710378055917,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
983,False,"{'a': 0.5, 'e': 0.881625927418312}",25,0,-45.36146335140156,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
984,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-89.9246927384506,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
985,False,"{'a': 0.5, 'e': 0.8811535378265344}",25,16,-32.61056915012392,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.5, 'e': 0.8809170125685377}",25,0,-88.52348975033289,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
987,False,"{'a': 0.5, 'e': 0.8806802670812924}",20,2,-49.47509746174541,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.880443301423985}",20,0,-168.36685022470968,"{0: 13, 1: 1, 2: 0, 3: 3, 4: 3}",0
989,False,"{'a': 0.5, 'e': 0.8802061156558567}",25,0,-139.29700000737586,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
990,False,"{'a': 0.5, 'e': 0.8799687098362042}",20,0,-3.4936028765108715,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
991,False,"{'a': 0.5, 'e': 0.8797310840243788}",20,0,-62.30062181335616,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
992,False,"{'a': 0.5, 'e': 0.879493238279787}",20,12,-40.877862608912174,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.8792551726618901}",20,0,-127.47025233283702,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
994,False,"{'a': 0.5, 'e': 0.8790168872302047}",25,0,-139.13895209240445,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
995,False,"{'a': 0.5, 'e': 0.878778382044302}",30,0,-216.89982838244896,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
996,False,"{'a': 0.5, 'e': 0.8785396571638084}",20,0,-181.52617982711558,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
997,False,"{'a': 0.5, 'e': 0.8783007126484051}",20,0,-197.41990472112607,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
998,False,"{'a': 0.5, 'e': 0.8780615485578283}",20,7,-53.162599993209504,"{0: 6, 1: 2, 2: 5, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.8778221649518688}",30,0,-189.82254354025395,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
1000,False,"{'a': 0.5, 'e': 0.8775825618903728}",30,4,-3.7698898390128184,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.8773427394332407}",20,0,-172.66743915260164,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
1002,False,"{'a': 0.5, 'e': 0.8771026976404284}",20,0,-94.89318002163748,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
1003,False,"{'a': 0.5, 'e': 0.8768624365719462}",20,0,-68.09868617344637,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
1004,False,"{'a': 0.5, 'e': 0.8766219562878595}",25,0,-150.84145559781985,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
1005,False,"{'a': 0.5, 'e': 0.8763812568482883}",20,8,-92.21230676320516,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
1006,False,"{'a': 0.5, 'e': 0.8761403383134074}",25,0,-76.63747896283273,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
1007,False,"{'a': 0.5, 'e': 0.8758992007434465}",30,0,-125.95573211084486,"{0: 17, 1: 8, 2: 3, 3: 0, 4: 2}",0
1008,False,"{'a': 0.5, 'e': 0.87565784419869}",20,0,-113.1367856680759,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
1009,False,"{'a': 0.5, 'e': 0.875416268739477}",30,6,-72.33761819204577,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.8751744744262013}",25,0,-102.1375393922995,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
1011,False,"{'a': 0.5, 'e': 0.8749324613193116}",25,0,-87.96601564315185,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
1012,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,0,-120.12924749478421,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
1013,False,"{'a': 0.5, 'e': 0.8744477789667578}",25,0,-123.21239425496852,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
1014,False,"{'a': 0.5, 'e': 0.8742051098422644}",25,0,-101.9047877113866,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
1015,False,"{'a': 0.5, 'e': 0.8739622221664981}",30,0,-226.693429398957,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
1016,False,"{'a': 0.5, 'e': 0.8737191160001807}",20,0,-99.16426976286311,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
1017,False,"{'a': 0.5, 'e': 0.8734757914040889}",30,0,-269.9109642057649,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 5}",0
1018,False,"{'a': 0.5, 'e': 0.8732322484390539}",30,16,-62.67119858760628,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
1019,False,"{'a': 0.5, 'e': 0.8729884871659611}",20,0,-62.76459747286704,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
1020,False,"{'a': 0.5, 'e': 0.8727445076457513}",20,0,-83.41271484300455,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1021,False,"{'a': 0.5, 'e': 0.872500309939419}",20,0,-31.063119846639122,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1022,False,"{'a': 0.5, 'e': 0.8722558941080137}",25,18,0.28772785568649883,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.8720112602126395}",25,0,-58.57803722139322,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
1024,False,"{'a': 0.5, 'e': 0.8717664083144548}",20,4,-58.441723871597056,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
1025,False,"{'a': 0.5, 'e': 0.8715213384746726}",20,0,-92.3418968884404,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1026,False,"{'a': 0.5, 'e': 0.8712760507545603}",30,13,-60.28475181258206,"{0: 7, 1: 7, 2: 2, 3: 1, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.8710305452154398}",20,6,-90.0314907828738,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 2}",1
1028,False,"{'a': 0.5, 'e': 0.8707848219186876}",20,11,-18.300246219276,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.8705388809257344}",25,0,-142.30321144686096,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
1030,False,"{'a': 0.5, 'e': 0.8702927222980654}",20,3,-29.31018934166396,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.8700463460972205}",25,0,-99.19099728007689,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
1032,False,"{'a': 0.5, 'e': 0.8697997523847936}",25,2,-205.48237975622877,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 3}",1
1033,False,"{'a': 0.5, 'e': 0.8695529412224331}",20,0,-164.39499068788496,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
1034,False,"{'a': 0.5, 'e': 0.8693059126718419}",20,0,-88.43484905983826,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1035,False,"{'a': 0.5, 'e': 0.869058666794777}",25,9,-72.88042657133118,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
1036,False,"{'a': 0.5, 'e': 0.8688112036530499}",25,0,-148.0650053836784,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
1037,False,"{'a': 0.5, 'e': 0.8685635233085264}",20,0,-142.43745365409927,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
1038,False,"{'a': 0.5, 'e': 0.8683156258231266}",30,0,-174.186954426182,"{0: 16, 1: 8, 2: 2, 3: 1, 4: 3}",0
1039,False,"{'a': 0.5, 'e': 0.868067511258825}",20,0,-9.680539932768461,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1040,False,"{'a': 0.5, 'e': 0.8678191796776499}",25,3,-213.5924188382097,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 5}",1
1041,False,"{'a': 0.5, 'e': 0.8675706311416845}",20,0,-31.333594326545246,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1042,False,"{'a': 0.5, 'e': 0.8673218657130658}",25,0,-144.64091816625452,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
1043,False,"{'a': 0.5, 'e': 0.8670728834539853}",25,0,-84.51959732030647,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1044,False,"{'a': 0.5, 'e': 0.8668236844266883}",25,0,-121.25989164623074,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
1045,False,"{'a': 0.5, 'e': 0.8665742686934749}",20,0,-82.7447854244067,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1046,False,"{'a': 0.5, 'e': 0.8663246363166986}",25,0,-125.44513115019228,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
1047,False,"{'a': 0.5, 'e': 0.866074787358768}",20,0,-55.69009280438484,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
1048,False,"{'a': 0.5, 'e': 0.8658247218821448}",25,0,-183.2954730313543,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",1
1049,False,"{'a': 0.5, 'e': 0.8655744399493458}",25,0,-110.09188529371949,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
1050,False,"{'a': 0.5, 'e': 0.8653239416229412}",25,0,-160.2064691741067,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
1051,False,"{'a': 0.5, 'e': 0.8650732269655559}",20,0,-167.3874387084208,"{0: 9, 1: 0, 2: 8, 3: 1, 4: 2}",0
1052,False,"{'a': 0.5, 'e': 0.8648222960398683}",20,0,-29.618826992399523,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1053,False,"{'a': 0.5, 'e': 0.8645711489086111}",20,0,-167.40263841528423,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
1054,False,"{'a': 0.5, 'e': 0.8643197856345712}",20,0,-172.62369101080128,"{0: 9, 1: 3, 2: 3, 3: 3, 4: 2}",0
1055,False,"{'a': 0.5, 'e': 0.8640682062805894}",25,0,-135.89323104183893,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
1056,False,"{'a': 0.5, 'e': 0.8638164109095605}",25,0,-63.530636142955224,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
1057,False,"{'a': 0.5, 'e': 0.8635643995844335}",20,0,-140.4718115574952,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
1058,False,"{'a': 0.5, 'e': 0.863312172368211}",20,0,-135.25359209573915,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
